entity_name,entity,id
ice hockey rink ,3557360,16117
unmanageableness ,4907575,11062
show ,923793,32241
lamp ,3636248,274
topping ,7621776,33916
enovid ,3289819,7466
pontifex ,10452892,1215
protester ,10018021,11091
trio ,7986066,35115
hut ,3550153,13772
literary work ,6364329,39580
knucks ,2892948,2622
pipeline ,3946325,32522
etiology ,6161048,32597
tanning ,13565622,39711
ease ,1834213,11163
jumper ,3604629,37811
irrational ,1926376,13688
comparative negligence ,739632,40019
read ,625119,7031
educe ,251615,40850
salpinx ,5247057,31041
rolaids ,14777856,17029
sexual inversion ,857275,9944
tense up ,25203,11378
navigator ,10347883,552
turkestan desert ,9170475,24679
impingement ,157957,21807
turn over ,2230772,7073
dead nettle ,12849061,32177
designate ,2391803,7979
kalaallit nunaat ,8819397,3773
ability ,5200169,12236
sore ,14183065,4446
maul ,1232272,26082
unite ,2622234,17989
gang-rape ,2567917,17664
titi family ,12750306,9919
lengthen ,317700,40932
fading ,7427534,8952
privates ,5514081,12544
turning ,350030,32910
paw ,1211098,30205
version ,6536389,1149
agglomeration ,7959269,37685
immutableness ,4741807,3799
zygophyllaceae ,12720532,285
decimalize ,530829,28419
neckline ,3815278,4021
schnittlaugh ,12435152,483
kindness ,4840011,28681
imply ,929839,7011
insolvent ,9838370,16667
judge advocate ,10225787,21144
pterostylis ,12081022,21730
genus coreopsis ,11956671,12755
eating utensil ,3153375,7918
wallow ,2041422,8875
weekday ,15163157,29406
clinician ,9929577,21653
fluidram ,13621190,13094
sk-ampicillin ,2705651,38392
sparidae ,2590237,17064
gap ,1593614,19439
feed ,1180206,13525
frivolous ,2120458,3905
graduate ,2264179,30201
urchin ,10741367,28193
leporid mammal ,2323902,17726
portsmouth ,8879680,7375
santalaceae ,12734722,26134
stud ,4143365,40437
sphacele calycina ,12851860,17094
jasmine ,12306717,34366
find ,5808218,26124
record player ,4064401,26777
gigabyte ,13628955,2778
telegraphic signal ,6805665,25347
say-so ,6727616,26723
pool ,3982060,34667
snout ,5598707,24441
represent ,2620587,12791
dill seed ,7828041,10583
white bread ,7687211,3571
unfold ,2054989,11309
dynapen ,3192347,8019
muff ,75912,26925
satureja ,12866824,16313
roman type ,6827503,4927
vermiculate ,1677387,4191
infliction ,744758,31605
toxostoma ,1587713,19955
stint ,2225739,33077
washington ,9152944,26862
magnifier ,3709206,3656
leucanthemum ,11989636,15088
trauma ,14285662,28046
namur ,8851830,23895
go for ,797697,5074
fan ,3320046,2808
peek ,2165304,41
chit ,9919451,17136
beautification ,261604,23765
kettle ,3612814,16547
family alaudidae ,1527480,27239
marcher ,10204921,6358
expectation ,7510923,40166
harpoon ,3495671,20857
moderationist ,9904837,13216
surely ,144722,35254
bareness ,14456893,7277
uncertain ,336168,13306
severity ,4710127,35005
appearance ,5939432,39587
bond ,2755352,38927
papaver rhoeas ,11902200,36486
hudud ,8456178,33971
syngnathidae ,1455592,19315
marplan ,3587442,12595
wapiti ,2431785,22544
rib ,4087126,13474
cottonwood ,12732756,12361
slaughterhouse ,2666943,6504
arthurian legend ,6371734,17830
hydrobates ,2061073,6758
grind ,1624321,24197
family anabantidae ,2556014,30361
softback book ,3886432,4724
subfamily cetoniidae ,2175263,17846
himantopus ,2034394,34191
hydrozoan ,1911839,2983
high-low-jack ,489730,8631
roundworm ,1930112,14435
perfective tense ,13806140,35736
flicker ,2763609,36091
saw ,7153838,13667
germanic language ,6946497,35745
indecent ,683185,21870
split up ,2431320,29844
transcribe ,994895,13616
welles ,11380768,28330
scenery ,4145056,6949
vulture ,10293172,29999
irk ,1786760,39336
filum ,5229468,33853
wood ant ,2221414,13712
works council ,8311933,3739
daylily ,12456845,35750
wording ,7081739,27717
soften ,255389,40443
antiemetic drug ,2719750,10929
pius xii ,11238511,19543
woodpile ,7963613,29070
aeschynanthus ,12830568,30730
motor nerve ,5474738,21495
revolutionize ,125633,19050
lark ,429322,20687
participant ,10401829,10641
animal tissue ,5267548,103
potomac river ,9398217,40056
usher ,2000547,32021
tablet ,14973133,16833
society ,7966140,15648
genus alopius ,1485801,7799
minor tranquillizer ,3771443,32533
sublimaze ,3328650,7833
release ,967625,13430
tayassu ,2397377,21723
rocket engine ,4099175,1257
earhart ,10947403,2815
public transit ,4018951,14595
carte blanche ,5197701,13745
caramel ,7601809,9233
suspension ,7368256,35062
moro islamic liberation front ,8034299,23024
hemorrhoidectomy ,676693,2836
perch ,3914919,37102
quill ,1900837,25872
liveness ,5005447,8168
level ,5093890,10755
item ,3588414,35578
pack ,1484027,40598
maths ,6000644,16915
genus anigozanthus ,12312405,11294
moderatism ,6214379,26095
stop ,8656893,22415
tolypeutes ,2454999,22170
unclean ,427786,12776
sorting ,5732756,5044
puzzle ,1831308,27436
preclusion ,1079042,3701
pardoner ,10399299,15989
spiny puffer ,2655523,33142
qualifying ,65575,15754
pisces ,2511824,22057
general ,1101391,5048
swash ,1374020,36044
recommendation ,6671637,960
lobipes ,2038010,39421
vitriol ,15093482,14457
chapter ,8228665,20946
ricinus communis ,12924623,9453
epimedium grandiflorum ,11699071,35401
cranial nerve ,5476256,11932
robert owen ,11219121,10107
interpellation ,6653160,35673
actinic ray ,11421401,18504
compare ,652900,19425
bar ,2789271,29814
tear ,1384275,2466
quiet ,1922763,15363
probiotic microflora ,1349495,31358
partisanship ,6201136,17509
goodness ,4849241,20077
order apodes ,2525866,22892
embower ,1390210,13837
pizza pie ,7873807,38160
rodent ,2329401,29505
springfield ,9108055,17145
finishing ,4700642,21339
jubbulpore ,8903487,4099
pansexual ,10396462,19554
smash ,335923,26728
tick ,1776313,11051
hematocrit ,3514129,15895
grease ,1269379,19480
parietal bone ,5541645,29518
somatic cell nuclear transplantation ,638770,39016
play ,1138911,7517
theaceae ,12929061,28688
windcheater ,3891051,13986
orly group ,8016385,23550
shangri-la ,8565506,14238
truism ,7154243,37566
displacement ,13467009,7624
pad ,321486,35080
reason ,632627,32504
jailbird ,10219121,2703
material ,626800,15835
st. thomas and principe ,8992648,32126
purging ,252430,29315
serve ,2670398,32347
potto ,2509197,1790
listening ,882159,11547
powerless ,1827535,23360
ventilation shaft ,4526800,8775
rubus flagellaris ,12655351,91
smyrnium olusatrum ,12945828,3935
l-plate ,3694761,5830
nude person ,10365399,1237
acarine ,1776192,39843
minimus ,5566366,14016
genus anolis ,1682588,14913
homogenize ,457569,23343
defense force ,8064130,29444
idle ,294175,1560
point ,5865998,17820
slops ,4243142,31420
ground ,636888,2670
county council ,8357529,24011
trait ,4616059,37036
source ,4263614,13491
sprout ,7719437,34944
groundwork ,5793554,32130
kiln ,3617095,34605
operation ,14008806,15872
set ,1494310,13910
physeteridae ,2066950,13239
yugoslavian ,9750891,10359
disobedient ,1613463,3510
coulomb ,13636648,5953
john wilkes booth ,10857540,30959
family elephantidae ,2503313,40925
cornstalk ,11678010,11624
wire printer ,4595285,23561
management ,1133281,11860
vena intercapitalis ,5370410,13164
spiral ,2738544,34504
vindicate ,904690,18496
natural fibre ,14959234,11597
central dravidian ,6981498,31310
wire ,6622709,32125
twist ,171249,18134
volte-face ,163406,5387
arch ,2733524,39168
rana ,1640567,31119
allegorize ,135285,37601
propulsion ,45250,9125
man's body ,5220306,37839
cement ,14804175,14176
upset ,1909978,21805
promised land ,8798382,32057
display ,6887726,33298
attribution ,5734909,5715
leaner ,105624,34921
genus calidris ,2028556,3824
oort cloud ,8270662,22652
respirator ,4080833,24633
stake ,1139104,4916
scavenger ,1316422,5702
find ,1637982,12779
consult ,877559,18360
responsiveness ,5653575,11706
shake ,6632097,36603
bar billiards ,501479,38070
lubricator ,14890659,22495
bitter ,7889814,38108
condolence ,6633692,19373
triglidae ,2649689,36960
order naiadales ,12610933,35886
sixth cranial nerve ,5479108,24181
condescension ,4655168,20258
requite ,2344060,31012
family elapidae ,1744657,19765
misfortune ,7304852,1242
foxglove ,12882779,11978
uprise ,1983264,30409
applier ,2730265,15698
psophiidae ,2020777,23596
signer ,10597505,6252
family belonidae ,2549796,11148
stipulation ,1149303,19520
pardon ,905399,27352
declaration ,6725877,18076
eventuality ,7290761,21295
phasmid insect ,2231052,8533
nutsedge ,12151615,4550
american ,9738708,16558
stove ,4330340,37363
ream ,1352010,29910
branchiopodan ,1994492,6703
froth ,109389,8965
sinai peninsula ,8896645,17944
order diptera ,2188065,34540
physeter ,2067100,2237
make ,698256,405
yawl ,1046932,31799
dishware ,3133538,28448
stewart ,11318171,31178
extortionist ,9858299,30965
hold ,1129876,38797
electrical condenser ,2955247,16343
ischemia ,14166118,31215
strew ,1378123,26065
dehumanize ,1801297,17510
picture show ,6613686,21789
plant ,1647229,13680
petfood ,7805731,162
genus gaultheria ,12235263,7969
civil day ,15157041,23033
swimmer's itch ,14224547,36419
shelve ,1497750,15907
prostration ,341109,20620
unit of measurement ,13583724,32959
sailing boat ,4128499,8771
trouble ,623862,29460
croaker ,2596381,37930
terrasse ,2226380,30375
myelocyte ,5448597,10164
oleaster ,12325787,17994
liver fluke ,1926379,6531
prairie state ,9082540,29643
mounting ,7370410,7972
arachnoid ,1769347,26486
scleranthus ,11814824,25393
news media ,6266417,20471
sphacelate ,97394,32047
saturnia ,2301782,7110
retroflexion ,341890,28842
absorb ,395698,3704
family dermestidae ,2170269,28352
pencil ,3908204,13037
shrink-wrapped software ,6587790,25385
primigravida ,10472129,2458
sidon ,8958212,32131
textbook ,6414372,21697
wawl ,1047263,14346
sodium chloride ,14672023,20771
executive office of the president ,8356074,6917
order fagales ,12260021,31987
gallop ,1960296,13302
dish ,3206908,10951
carjack ,1472417,28944
remitment ,122106,1141
right ,5174653,3742
centrifuge ,2047263,40180
puccinia ,13064852,9290
orange liqueur ,7909811,23448
qibla ,8040522,10814
caliphate ,589691,33423
queen isabella ,11073795,22623
times ,15120346,36078
genus origanum ,12852726,8256
noncompliance ,1179707,8535
summoning ,5978623,33533
pass judgment ,670261,911
interval ,6016276,24754
rapeseed ,11879895,24749
muck ,2083087,30686
september ,15212739,38262
bootleg ,1625985,21118
tense ,536304,23471
tree farming ,917614,12857
nolina ,12479821,7357
dominican republic ,8752021,24731
rounder ,10257647,2545
constructor ,9878275,36612
exfoliate ,1260159,26405
strontium ,14655731,7556
frontwards ,74641,32365
groundcover ,13112427,261
stay ,1053617,8886
sea-lavender family ,12097927,33564
spacecraft ,4264914,8295
hallucinate ,2117649,21315
katabolic ,2682699,10989
family cyprinodontidae ,1446283,33348
suspend ,1481154,28493
administrative unit ,8077292,37706
belief ,5941423,14672
diversify ,437125,32895
metastatic tumor ,14239425,17257
extended order ,8427282,26632
sire ,1323355,21122
south ,9050730,20640
roughness ,13537894,9874
shoot for ,705517,37636
trailer ,4467307,1068
glorify ,489496,22757
cronk ,1064401,26638
political dissident ,10018532,25500
silver birch ,12282527,12703
epidemiology ,6050024,11190
sleight of hand ,552312,24449
washing ,255710,28857
bowling ,104976,3632
rear ,8629508,36239
map ,1687876,39815
circumscription ,1149480,24262
barberry ,11697560,29328
tetrao ,1796870,9033
sprite ,9540430,158
question ,867409,5710
harley granville-barker ,11011764,12247
nutritionist's calorie ,13726562,10092
slue ,1870275,9733
tackle ,4091693,31950
genus cinchona ,12663554,5306
percina ,2558079,7534
queen ,10499857,18050
pectinibranchia ,1952812,36624
toilet bag ,4446844,20119
hymenophyllaceae ,12951465,10568
family cymatiidae ,1947613,666
talent scout ,10562968,3479
stream orchid ,12062781,1161
sheep ,2411705,6406
undertaker ,10331841,12305
common measure ,13734992,9138
suborder menurae ,1545149,32207
tracing routine ,6584536,36544
family caproidae ,1453188,14452
aberrate ,2661769,22852
table knife ,4380346,12835
mica ,14681555,30792
trifle ,711932,20704
interlink ,2622969,18334
venogram ,4526112,33138
motorcar ,2958343,7855
speechify ,990008,30785
expense ,13275495,910
unq ,14653416,39247
payoff ,13284562,18900
bunghole ,5538215,37796
plyers ,3966976,14542
set down ,1500372,13328
revivification ,1047338,16510
paleolithic age ,15232406,676
quarry ,1163847,617
president eisenhower ,10954966,37674
type ,9909060,33970
sweetness ,5716577,31386
interbreeding ,850425,4521
serious ,2118379,35861
misleader ,10322391,6935
socialistic ,298041,37131
interview ,7143624,21328
polypropenonitrile ,3979847,24032
malignant neoplastic disease ,14239918,16431
herpestes ,2137428,19364
order pleuronectiformes ,2657083,23180
slash ,1322509,11460
spat ,861929,30187
whop ,1415807,26368
genus engelmannia ,11964688,13838
circumscribe ,1583494,30023
camel ,2437136,20937
scissortailed flycatcher ,1555305,9473
dissension ,7181546,15602
zany ,10157744,19948
stroll ,284101,1394
unit ,9465459,13793
vitis vinifera ,13145444,25397
cover-up ,1050187,11617
tall field buttercup ,11720643,9363
xenarthra ,2453890,15785
madly ,46639,29761
gunrunner ,10152440,16378
drop-dead ,46449,26696
zodiac ,8685188,21893
order mallophaga ,2185337,16050
vagrant ,10744544,40492
mythology ,6147873,10884
plasmodiophora ,12983404,16715
cheese ,2680691,11974
dipper ,1850192,7422
flexibleness ,4659287,30906
west african ,6996309,5358
marabout ,2003204,24100
entrant ,10060175,28088
dhegiha ,6909672,3635
scoff ,850192,23903
connected ,566099,4963
family ceratophyllaceae ,11701903,3842
background ,7285191,9295
benzedrine ,2830596,31758
plainly ,39318,16701
nippon ,8921850,4256
smyrna ,9042322,10580
sapindales ,12740196,5101
home-farm ,3528761,18600
resort ,1208597,22708
support ,2219094,13053
morgantown ,9156666,12982
reify ,692580,32618
crash land ,1980766,40181
predictor ,3998867,5759
oujda ,8970318,28447
triticum turgidum ,12142450,19053
buffer ,14785941,14555
fasting ,1069980,40396
saccharomycetaceae ,13025197,5621
remember ,882523,31677
whitetip shark ,1490112,13319
antidiarrheal drug ,2719294,6200
fell ,222376,35866
agha ,6340047,1525
violinist ,10754578,20030
unpleasant woman ,10739636,40308
himalayas ,9303647,15649
family argonautidae ,1970342,25265
underpin ,2663340,36237
shoot ,1585523,36609
moon ,2418205,7721
wasting ,14548105,34345
naproxen ,3807895,24758
saprolegniales ,12979478,1677
silkworm moth ,2300173,23111
dunkers ,8090547,19365
family coccidae ,2248744,35644
raphus ,1811104,29895
catalyst ,14723628,9415
macroclemys ,1666431,31942
holy year ,15181556,31014
date ,15160579,39513
malva ,12170415,37075
tout ,10712835,26143
tease ,1803380,5694
exorcism ,5978472,2788
gin ,1557517,20938
itching ,5723563,38001
subdivision mastigomycotina ,12976985,27327
bison ,2410509,9276
phascogale ,1885032,13524
horseweed ,11956348,5765
plundering ,965895,37513
objectivity ,4892344,16286
will ,698398,10612
property ,4012260,12655
distention ,366317,21907
amphibious landing ,57748,20067
slavery ,623545,14114
family erethizontidae ,2347865,17686
doodle ,1693324,4086
stop over ,2652922,10851
the hill ,9071349,12900
savonarola ,11282802,28000
sunscreen ,4357314,5524
uneffective ,835609,13356
consult ,876442,1209
last ,7291794,1019
aqaba ,8927678,32315
backlash ,203020,36098
variola major ,14124423,22097
nobleness ,4870340,24471
plumb ,9373,6266
ranch ,2420430,7235
caryophyllaceous plant ,11805255,10284
genus copernicia ,12588156,6051
manipulate ,1803936,23461
family anarhichadidae ,2616572,29172
rhamnus purshianus ,13141564,29509
sea of azov ,9427876,21737
blatancy ,4706882,38737
victory lap ,295563,38384
tall ,2385102,25921
arm ,5563770,29097
corduroy ,3106722,39985
killing ,13259797,19921
telephone system ,4402746,23355
vacation ,1253665,33436
sketch ,1697628,27032
tenure ,2397460,20408
uxor ,10743941,22178
pulse rate ,15280695,10131
polyodon ,2639464,8189
straightness ,857664,29881
general franco ,10978842,19450
tame ,302130,8635
genus chaenactis ,11949707,31307
eliminate ,1102839,19297
rhododendron ,12244153,22230
civilization ,8111783,7219
warming ,11482140,27653
dodderer ,10022645,25283
line ,8593262,22352
splashiness ,4817923,1703
pathologist ,10011074,14305
obiter dictum ,6765887,9206
macaroni ,10278263,35534
replicate ,1734502,7374
wastebin ,2747177,35029
referent ,6603494,7581
ridged ,3153361,1783
devoice ,950670,40468
cutter ,9985279,16650
ratiocinate ,633265,17253
fieldhand ,10079399,14274
genus aeonium ,12786684,28336
pulse ,7400906,4811
gobble ,1058426,28102
purau ,12180168,36985
montmartre ,8933287,36811
freight car ,3393912,15080
ration ,2234988,19910
lathe ,3646296,17353
domino ,3220802,29091
squeeze by ,2588464,37492
pecker ,1758308,38603
white mallow ,12174521,9708
muster ,793271,23891
brain damage ,14085220,38810
resolve ,1021420,40724
exercise ,7454452,5779
costermonger ,9968128,20087
locust tree ,12495146,5805
wheeze ,6697,18874
tabular array ,8266235,18539
submersion ,277569,18091
woodruff ,12665271,3462
tropaeolum ,12719455,39184
relative atomic mass ,5025935,29576
transplant ,1855155,22725
flaps ,3357716,40474
extension course ,890941,12395
pean ,6694149,5083
devalue ,493703,21799
corn ,1179155,8006
nebraska ,9109444,11324
provocation ,7252764,23505
repayment ,1121690,38778
jab ,135952,4155
taoism ,8098346,35370
flurazepam hydrochloride ,3371363,1811
factory farm ,1104406,15958
psychosis ,14398067,38495
islamic state of afghanistan ,8703454,10426
shortness ,14450339,4616
neuralgy ,14329262,30657
presumptuousness ,4838727,17534
immature ,1489722,3494
drown ,360501,15930
phallus ,5526384,492
line ,1270784,29737
animize ,547995,32430
mothball ,3788703,26893
heavier-than-air craft ,3510583,22118
term ,6770875,34533
genus aulostomus ,1457708,6225
paraphrenic schizophrenia ,14399852,18958
brassiere ,2892767,35258
seethe ,1767612,14062
paris daisy ,11925898,1708
tyto alba ,1625562,12625
west africa ,9178310,15160
cast-iron plant ,12443323,33975
genus cleome ,11866078,22635
turkistan ,8724545,8728
bottom of the inning ,15256245,11731
stuart ,8158460,16843
easement ,5179180,24231
mahayanist ,9684082,14170
gui ,6575681,33257
imply ,930599,14634
absolutistic ,3139045,7737
promulgation ,6746580,32614
questioning ,7193184,5625
support ,4360501,38833
jelly ,507143,2731
main entry word ,6300632,19448
orthodonture ,6048552,24738
introvert ,533897,27348
genus electrophorus ,1444164,16162
pot ,1529491,34234
lobularia ,11891050,20773
traverse ,296946,5727
typha ,12155459,20475
recidivism ,68617,947
pesthouse ,3650803,3613
four-minute man ,10108089,31038
genus arum ,11779801,12380
genus adansonia ,12189620,2188
slash ,1322675,28639
sensibility ,7512848,10733
philhellenic ,3133141,14210
pacification ,1151097,22700
superficiality ,5095111,31927
plunge ,347918,10099
exaggeration ,367552,6709
welsh ,3130073,18750
game ,430606,35365
genus cocculus ,11713628,13995
rime ,2750432,22143
order ,7168623,12388
genus cyrtomium ,13195151,685
guard ,10150071,15192
personnel ,8208016,6598
sepulture ,7451687,19073
lose ,1099592,31356
nymph ,9548632,25239
endomorph ,10055730,8735
eelworm ,1931714,22935
major form class ,6317672,40786
zone ,332835,20617
linksman ,10136959,5784
sclerodermataceae ,12968658,22485
sense ,2106006,20828
notice ,1059123,8962
govern ,2628647,29967
versifier ,10528493,10043
prickle ,2123298,33892
decimalization ,194414,39687
vulpes ,2118854,18790
wireless ,6275353,6811
tabulate ,1745536,18821
intifadah ,963447,16803
surfeit ,1191838,29750
monocytic leukemia ,14244726,5859
memorizer ,10308504,6689
olympus ,9378529,23140
snip ,359614,39198
mobile river ,9356639,28074
scratch ,14286549,24164
preform ,1660082,37803
rant ,7087777,27107
musa ,12352150,1507
haliotidae ,1942601,17470
title-holder ,9906704,6804
kordofan ,9030096,18877
rotifera ,1929047,1945
old world porcupine ,2346998,19923
oestridae ,2194414,35507
towel ,4459362,24751
gary cooper ,10909303,35052
pom-pom ,2715712,33152
stigmatic ,3120454,22928
illustration ,6880533,24117
kurd ,9719430,15413
syphon ,1853542,5769
rock sunfish ,2564403,27197
armet ,2738741,26944
winter flounder ,2659478,15911
scandalmonger ,10555059,4051
alphanumerics ,6500262,27014
slavonic ,3118790,16598
old-field toadflax ,12884100,19591
sound ,2179518,14670
parasitic worm ,1922717,13876
sob ,14370122,8122
saussurea lappa ,12010188,13151
mix up ,1657254,12811
mycoplasma ,1373826,16921
laminate ,1625666,17316
orderliness ,14496710,16726
disapprove ,674340,20286
blind alley ,38573,8556
play ,557588,9679
satyrical ,3113881,36467
tarmacadam ,4394630,27565
revolutionize ,605310,17862
abdominal wall ,5604434,14329
boxing day ,15196746,11712
flattop ,2687172,17921
two-toed anteater ,2460817,10299
circus ,3035089,21570
spank ,134472,24129
set ,296178,9825
topminnow ,1448951,11638
striker ,4337740,39903
accord ,4713332,38798
redemptory ,3109399,20091
lygus bug ,2238235,11827
rete testis ,5525807,7022
quechuan ,3108623,31711
slippage ,13556377,2026
cayenne pepper ,7721942,30637
stoppage ,1076046,22782
modulus ,13587763,6962
tayassuidae ,2397251,9082
recombination ,7374152,1809
export ,2346409,31457
instigator ,10209082,6168
yakety-yak ,7136940,4295
beep ,791372,27934
popular front for the liberation of palestine-general command ,8038748,3657
vitreous humour ,5318407,24822
probability ,5091770,2557
roster ,6495000,5002
novel ,6367879,19907
pyrectic ,3105742,13186
uranoscopidae ,2611767,5648
tanacetum cinerariifolium ,12022382,38824
reach ,5623628,40198
genus agdestis ,11856055,6710
arthropodous ,2642634,19142
lasiocampid moth ,2306433,12097
hexanchus ,1482887,20354
clank ,2174311,27714
evanescence ,7335917,40581
procedural ,3103198,36786
genus australopithecus ,2475821,24983
grant ,2255268,17853
uranology ,6095022,15770
walk ,5003090,34550
john xxiii ,11086607,12009
collapse ,30647,39633
group discussion ,7142566,6044
swastika ,6883725,1810
pharmaceutical ,3098803,15689
picture ,3931044,16010
pseudoscorpionida ,1770553,30665
phalaropus ,2037713,38248
comic ,9940146,15057
muslim ,2923510,39769
stretching ,628692,22262
yellow river ,9306257,13083
lactuca sativa ,11986511,15121
slipper ,4241394,2957
unwind ,1523823,25291
force ,11458624,20021
bath linen ,2807260,18216
decortication ,670105,35755
rule of evidence ,6653363,21747
workshop ,4603081,38098
genus welwitschia ,11599165,1871
vary ,2662297,14140
suggestion ,5916155,27458
england ,8871007,6638
hydrangea ,12788201,31939
short hundredweight ,13721177,20320
genus araujia ,13235947,16461
lacerate ,1559340,38958
languish ,93593,10758
descriptivism ,6249910,22513
wear off ,1254324,30658
rapine ,966384,23318
wreck ,7353075,28511
prunus angustifolia ,12639168,35263
olympian ,3093184,1422
severe combined immunodeficiency disease ,14128812,23392
struggler ,10665302,6301
genus ecballium ,12165608,36125
sceloporus ,1680137,27098
lot ,8674970,33491
land ,8556491,30970
computer memory unit ,13601596,38136
canadian ,9696585,1521
genus halogeton ,11833577,26736
brace ,2887209,29303
porousness ,4940146,8202
saurischian dinosaur ,1708106,10990
sphinx moth ,2298541,32871
lodgment ,4777634,3092
african daisy ,11971783,37613
word picture ,7201804,40525
estrangement ,7502387,28084
clipper ,3044934,2121
fal la ,6608617,29695
rhyming slang ,7159276,11979
neanderthalian ,3089121,7111
tongue-lashing ,6712833,14683
wangling ,5906554,14641
center ,9904556,28488
network ,1032840,32791
haunt ,1844431,32897
pongo ,2480346,23645
mongolian ,3087088,39940
hydroxy acid ,14613922,4158
spraguea ,11862089,14947
neofiber ,2338319,13050
stag ,785690,19235
ticking ,7397761,27135
emanation ,15109745,13766
poronotus ,2633287,32407
securities industry ,8072837,20568
playing ,101191,38625
expect ,592702,23992
vaginitis ,14358335,5355
tree fern ,13186654,24371
crow ,857517,37245
hellebore ,12464476,9615
origination ,240184,19790
transplanting ,331102,16876
tectonics ,6124395,27888
genus eleocharis ,12153393,39717
mauritian ,3084759,19784
naval unit ,8191532,27065
superfamily aphidoidea ,2252039,30837
kill ,1809617,37272
capitalization ,951626,21404
malayan ,3083069,40088
meeting ,8310389,24436
genus dumetella ,1587406,28708
thing ,4424418,28785
face ,1271189,31665
bracket ,1218791,40700
conform ,2662979,30747
solar calendar ,15178694,13029
scombroid fish ,2623445,22694
order juglandales ,12317763,28303
incompetent cervix ,5303020,28147
genus aureolaria ,12878525,19657
turin ,8810220,36739
foible ,3375443,21543
rheims ,8937594,38858
garment ,3419014,23170
untie ,1284461,1500
pioneer ,1641914,10958
repatriate ,2502387,30705
creator ,9614315,3787
studio ,4344246,25981
archaist ,9804230,11184
crash ,2088627,32382
cartwheel ,2973236,34139
military court ,8334087,4039
remodel ,199490,37330
smile ,28565,19305
aminoalkanoic acid ,14601829,2630
separation ,383606,34813
tribal ,3074922,9014
except ,807941,11497
cover ,1430447,16672
working papers ,6531908,9468
pastureland ,8616050,27823
preemption ,5957238,372
toasting ,246552,28170
german short-haired pointer ,2100236,6253
set free ,2497062,11763
hymn ,7035870,33053
genus chorizagrotis ,2296756,14035
puff ,797303,30028
foundation ,13790712,23221
show ,6619065,19722
nongovernmental organization ,8009834,15633
kaplan group ,8028623,35019
thomas edward lawrence ,11120834,8341
natural depression ,9366017,9973
english language ,6947032,27928
outshout ,1105186,26235
leicester ,8879197,22152
sanctuary ,4071102,27510
genus fregata ,2052639,17700
knight ,10238375,15823
unite ,2469835,29942
orient ,8562243,28945
sardina ,2533075,22051
ghanian ,3068473,23523
flying lizard ,1688589,20719
cricketer ,9977326,21933
tomtit ,1592694,4145
ask ,784727,26610
franciscan ,3066658,12245
accounting ,618734,38037
tumbleweed ,11834890,4857
setting ,3953743,30090
connect ,1069190,34021
portrayal ,548802,27911
stew ,7588947,24924
suspect ,687926,25010
bird ,1503061,16602
fatalistic ,3065516,31604
take account ,592341,12503
callithumpian ,2675320,9432
tank ,2282082,16775
shears ,4186848,564
magpie ,1582220,18154
misunderstanding ,7174433,17904
introjection ,5754197,8563
zoning ,928751,35770
rocky mountain sheep ,2415577,31077
point of intersection ,5866653,30386
broadcast journalist ,9875979,2887
comet ,9251407,12618
hotpot ,7590611,38414
cross-check ,663682,822
nautch dance ,526793,20206
straiten ,2603424,25891
domiciliary ,3062280,16213
radio station ,4044119,9449
servile ,790086,6388
disciplinary ,3061081,10763
contraceptive method ,852181,34856
sheet ,4127904,19691
trotsky ,11349318,11413
wring out ,1349318,16534
ebonics ,6947658,17013
morphology ,6117855,24661
space station ,4266162,21064
plummet ,3968728,34088
retinal detachment ,14555962,33652
cypriote ,3058754,35101
longanberry ,7766409,32999
diabolize ,547493,38800
creedal ,3057075,38288
fair ,1118182,31544
cover ,2849154,38726
commemorative ,3055809,24536
comb ,3075097,5319
catatonic ,3054551,37289
schematization ,900207,13249
krait ,1751036,13081
pagophilus ,2080022,17461
gastric antacid ,14778019,25925
toast ,322151,11992
family dendrocolaptidae ,1554139,27331
conglutinate ,1600191,39272
stay ,460900,9223
genus froelichia ,11825535,24811
sneerer ,10616379,30106
photography ,620554,37224
wood-sorrel family ,12702443,28691
unguent ,3845550,9548
monocanthus ,2653965,11381
chestnut tree ,12262553,2363
meleagrididae ,1793818,35584
triplet ,7986198,7916
prime ,15295045,15585
paved surface ,3900509,16632
theatre ,4417809,3520
paleness ,4977247,30456
oxyuridae ,1931277,10366
hang out ,2390287,25641
roper ,10538733,17330
hallmark ,6855035,11664
grand piano ,3452741,38980
setaria italica ,12135270,35829
sunroom ,4356925,21362
juvenile body ,5219297,33452
vitrine ,2975212,11363
irish whisky ,7907161,29126
untangle ,1585759,16964
finance ,2217266,34503
dolomite alps ,9268592,26126
crystallization ,9260466,19422
litocranius ,2420675,29779
australian ,3045750,39904
genus malope ,12183318,19378
twin ,10734394,21776
genus angrecum ,12044571,29742
severity ,5036715,40621
pediculus ,2184270,37643
psychedelic rock ,7065562,176
kaki ,2035656,20598
cellular ,327031,17267
appellate ,3044083,23336
picture palace ,3032252,39758
hydantoin ,3550533,40278
slash ,388065,5163
stoolpigeon ,10091012,39988
shopping ,81836,10355
member ,13810615,32981
poor ,2024411,20351
alkalinize ,134737,5429
anesthetic ,3041491,21555
houghton ,9100982,22433
body process ,13440063,27985
fostering ,7252206,36842
set back ,2702674,15873
chiromance ,2107817,23430
confect ,7597365,4126
hebrew ,3039087,25311
wherry ,4577293,5021
tea ,12929783,33311
turtle ,1893313,25304
germ layer ,1463519,38784
